Artform,Year,Income,Age,Education
Musical,2008,11,37,3
Art Museum,2008,11,37,3
Parks,2008,11,37,3
Parks,2008,-3,26,5
Parks,2008,-3,25,5
Musical,2008,16,24,4
Ballet,2008,16,24,4
Dance,2008,16,24,4
Art Museum,2008,16,24,4
Festival,2008,16,24,4
Parks,2008,16,24,4
Art Museum,2008,15,56,3
Craft Fair,2008,15,56,3
Festival,2008,15,56,3
Art Museum,2008,15,46,3
Festival,2008,15,46,3
Art Museum,2008,16,45,4
Parks,2008,16,45,4
Art Museum,2008,16,44,4
Parks,2008,16,44,4
Parks,2008,16,43,3
Parks,2008,16,46,3
Festival,2008,7,80,3
Parks,2008,15,66,4
Parks,2008,15,58,4
Festival,2008,15,46,4
Parks,2008,15,46,4
Festival,2008,15,45,4
Parks,2008,15,45,4
Craft Fair,2008,16,72,2
Parks,2008,16,72,2
Craft Fair,2008,16,74,3
Parks,2008,16,74,3
Classical,2008,16,80,5
Dance,2008,16,80,5
Art Museum,2008,16,80,5
Craft Fair,2008,16,80,5
Festival,2008,16,80,5
Parks,2008,16,80,5
Classical,2008,16,58,4
Musical,2008,16,58,4
Ballet,2008,16,58,4
Dance,2008,16,58,4
Art Museum,2008,16,58,4
Parks,2008,16,58,4
Classical,2008,16,52,4
Art Museum,2008,16,52,4
Craft Fair,2008,16,52,4
Art Museum,2008,16,52,6
Craft Fair,2008,16,52,6
Jazz,2008,16,22,4
Classical,2008,16,22,4
Musical,2008,16,22,4
Play,2008,16,22,4
Art Museum,2008,16,22,4
Craft Fair,2008,16,22,4
Musical,2008,14,41,4
Play,2008,14,41,4
Art Museum,2008,14,41,4
Craft Fair,2008,14,41,4
Festival,2008,14,41,4
Musical,2008,14,37,4
Play,2008,14,37,4
Art Museum,2008,14,37,4
Craft Fair,2008,14,37,4
Festival,2008,14,37,4
Jazz,2008,11,24,5
Play,2008,11,24,5
Dance,2008,11,24,5
Art Museum,2008,11,24,5
Parks,2008,11,24,5
Musical,2008,12,36,5
Art Museum,2008,12,36,5
Craft Fair,2008,12,36,5
Festival,2008,12,36,5
Art Museum,2008,15,46,4
Craft Fair,2008,15,46,4
Festival,2008,15,46,4
Art Museum,2008,15,46,4
Craft Fair,2008,15,46,4
Jazz,2008,14,70,4
Musical,2008,14,70,4
Play,2008,14,70,4
Art Museum,2008,14,70,4
Jazz,2008,14,71,4
Musical,2008,14,71,4
Play,2008,14,71,4
Art Museum,2008,14,71,4
Parks,2008,14,71,4
Salsa,2008,9,68,5
Classical,2008,9,68,5
Musical,2008,9,68,5
Art Museum,2008,9,68,5
Parks,2008,9,68,5
Classical,2008,-3,72,3
Play,2008,-3,72,3
Craft Fair,2008,-3,72,3
Parks,2008,-3,72,3
Classical,2008,-3,67,4
Play,2008,-3,67,4
Craft Fair,2008,-3,67,4
Festival,2008,-3,67,4
Parks,2008,-3,67,4
Craft Fair,2008,7,64,3
Musical,2008,16,44,5
Parks,2008,16,44,5
Musical,2008,16,45,5
Art Museum,2008,16,32,4
Craft Fair,2008,16,32,4
Festival,2008,16,32,4
Parks,2008,16,32,4
Art Museum,2008,16,36,5
Craft Fair,2008,16,36,5
Festival,2008,16,36,5
Parks,2008,16,36,5
Art Museum,2008,19,37,3
Musical,2008,14,69,3
Craft Fair,2008,14,69,3
Parks,2008,14,69,3
Musical,2008,14,57,4
Craft Fair,2008,14,57,4
Parks,2008,14,57,4
Musical,2008,15,46,4
Play,2008,15,46,4
Ballet,2008,15,46,4
Art Museum,2008,15,46,4
Craft Fair,2008,15,46,4
Parks,2008,15,46,4
Musical,2008,15,48,5
Play,2008,15,48,5
Art Museum,2008,15,48,5
Craft Fair,2008,15,48,5
Parks,2008,15,48,5
Jazz,2008,10,48,6
Classical,2008,10,48,6
Play,2008,10,48,6
Ballet,2008,10,48,6
Art Museum,2008,10,48,6
Craft Fair,2008,10,48,6
Jazz,2008,10,60,4
Classical,2008,10,60,4
Play,2008,10,60,4
Ballet,2008,10,60,4
Art Museum,2008,10,60,4
Craft Fair,2008,10,60,4
Festival,2008,10,60,4
Salsa,2008,10,21,3
Craft Fair,2008,10,21,3
Parks,2008,10,21,3
Parks,2008,4,26,4
Parks,2008,4,25,4
Craft Fair,2008,3,85,4
Festival,2008,3,85,4
Dance,2008,7,65,3
Craft Fair,2008,7,65,3
Parks,2008,7,65,3
Art Museum,2008,7,80,2
Parks,2008,7,80,2
Jazz,2008,10,38,4
Musical,2008,10,38,4
Craft Fair,2008,10,38,4
Art Museum,2008,14,45,5
Craft Fair,2008,14,45,5
Festival,2008,14,19,4
Craft Fair,2008,5,48,3
Festival,2008,5,48,3
Craft Fair,2008,11,77,6
Jazz,2008,11,18,2
Musical,2008,11,18,2
Art Museum,2008,11,18,2
Craft Fair,2008,11,80,6
Jazz,2008,16,41,5
Classical,2008,16,41,5
Musical,2008,16,41,5
Ballet,2008,16,41,5
Dance,2008,16,41,5
Parks,2008,16,41,5
Jazz,2008,16,40,5
Classical,2008,16,40,5
Musical,2008,16,40,5
Play,2008,16,40,5
Ballet,2008,16,40,5
Dance,2008,16,40,5
Parks,2008,16,40,5
Art Museum,2008,10,52,3
Craft Fair,2008,10,52,3
Festival,2008,10,52,3
Parks,2008,6,22,4
Art Museum,2008,11,37,4
Art Museum,2008,11,40,5
Jazz,2008,2,24,5
Classical,2008,2,24,5
Musical,2008,2,24,5
Play,2008,2,24,5
Art Museum,2008,2,24,5
Craft Fair,2008,2,24,5
Festival,2008,2,24,5
Parks,2008,2,24,5
Musical,2008,5,60,3
Jazz,2008,11,36,6
Classical,2008,11,36,6
Musical,2008,11,36,6
Art Museum,2008,11,36,6
Craft Fair,2008,11,36,6
Festival,2008,11,36,6
Parks,2008,11,36,6
Festival,2008,14,29,4
Parks,2008,14,29,4
Opera,2008,14,27,4
Musical,2008,14,27,4
Play,2008,14,27,4
Parks,2008,14,27,4
Craft Fair,2008,15,85,3
Musical,2008,19,33,5
Art Museum,2008,19,33,5
Parks,2008,19,33,5
Musical,2008,19,33,6
Art Museum,2008,19,33,6
Parks,2008,19,33,6
Art Museum,2008,16,31,5
Art Museum,2008,16,30,6
Musical,2008,11,24,4
Dance,2008,11,24,4
Art Museum,2008,11,24,4
Salsa,2008,14,39,6
Classical,2008,14,39,6
Art Museum,2008,14,39,6
Craft Fair,2008,14,39,6
Festival,2008,14,39,6
Parks,2008,14,39,6
Classical,2008,14,38,5
Art Museum,2008,14,38,5
Craft Fair,2008,14,38,5
Festival,2008,14,38,5
Parks,2008,14,38,5
Craft Fair,2008,16,52,4
Festival,2008,16,52,4
Musical,2008,16,60,3
Craft Fair,2008,16,60,3
Festival,2008,16,60,3
Jazz,2008,16,55,6
Play,2008,16,55,6
Art Museum,2008,16,55,6
Craft Fair,2008,16,55,6
Festival,2008,16,55,6
Parks,2008,16,55,6
Jazz,2008,16,40,4
Play,2008,16,40,4
Art Museum,2008,16,40,4
Craft Fair,2008,16,40,4
Festival,2008,16,40,4
Parks,2008,16,40,4
Art Museum,2008,10,46,4
Craft Fair,2008,10,46,4
Art Museum,2008,2,48,4
Craft Fair,2008,2,48,4
Classical,2008,14,62,5
Art Museum,2008,14,62,5
Craft Fair,2008,14,62,5
Parks,2008,14,62,5
Classical,2008,14,57,6
Art Museum,2008,14,57,6
Craft Fair,2008,14,57,6
Parks,2008,14,57,6
Play,2008,4,67,3
Festival,2008,4,67,3
Parks,2008,4,67,3
Festival,2008,4,49,3
Festival,2008,4,52,3
Musical,2008,11,69,3
Classical,2008,12,71,5
Musical,2008,12,71,5
Play,2008,12,71,5
Ballet,2008,12,71,5
Art Museum,2008,12,71,5
Craft Fair,2008,12,71,5
Festival,2008,12,71,5
Parks,2008,12,71,5
Parks,2008,12,71,6
Parks,2008,12,67,3
Craft Fair,2008,19,46,2
Festival,2008,19,46,2
Craft Fair,2008,19,44,2
Festival,2008,19,44,2
Parks,2008,19,44,2
Classical,2008,11,31,4
Musical,2008,11,31,4
Art Museum,2008,11,31,4
Opera,2008,11,31,4
Musical,2008,11,31,4
Art Museum,2008,11,31,4
Craft Fair,2008,11,31,4
Festival,2008,11,31,4
Parks,2008,11,31,4
Classical,2008,12,49,4
Art Museum,2008,12,49,4
Craft Fair,2008,12,49,4
Festival,2008,12,49,4
Parks,2008,12,49,4
Art Museum,2008,12,47,6
Craft Fair,2008,12,47,6
Festival,2008,12,47,6
Parks,2008,12,47,6
Art Museum,2008,15,40,6
Craft Fair,2008,15,40,6
Festival,2008,15,40,6
Parks,2008,15,40,6
Jazz,2008,15,37,4
Art Museum,2008,15,37,4
Craft Fair,2008,15,37,4
Festival,2008,15,37,4
Parks,2008,15,37,4
Art Museum,2008,-3,29,5
Art Museum,2008,-3,28,5
Festival,2008,-3,28,5
Musical,2008,19,25,5
Festival,2008,19,25,5
Parks,2008,19,25,5
Jazz,2008,11,45,4
Musical,2008,11,45,4
Art Museum,2008,11,45,4
Jazz,2008,11,21,4
Musical,2008,11,21,4
Art Museum,2008,11,21,4
Festival,2008,11,21,4
Art Museum,2008,14,40,5
Craft Fair,2008,14,40,5
Festival,2008,14,40,5
Parks,2008,14,40,5
Musical,2008,14,43,5
Art Museum,2008,14,43,5
Festival,2008,14,43,5
Parks,2008,14,43,5
Craft Fair,2008,10,43,3
Festival,2008,10,43,3
Craft Fair,2008,10,48,3
Festival,2008,10,48,3
Musical,2008,15,46,5
Play,2008,15,46,5
Art Museum,2008,15,46,5
Craft Fair,2008,15,46,5
Art Museum,2008,15,19,4
Craft Fair,2008,16,56,6
Festival,2008,16,56,6
Dance,2008,16,19,4
Play,2008,16,43,4
Craft Fair,2008,15,51,5
Art Museum,2008,7,53,4
Festival,2008,7,53,4
Salsa,2008,10,55,3
Ballet,2008,10,55,3
Art Museum,2008,10,55,3
Craft Fair,2008,10,55,3
Festival,2008,10,55,3
Parks,2008,10,55,3
Salsa,2008,10,25,4
Festival,2008,10,25,4
Musical,2008,7,73,4
Ballet,2008,7,73,4
Art Museum,2008,7,73,4
Parks,2008,7,73,4
Musical,2008,14,41,4
Play,2008,14,41,4
Craft Fair,2008,14,41,4
Musical,2008,14,20,4
Play,2008,14,20,4
Art Museum,2008,14,20,4
Craft Fair,2008,14,20,4
Festival,2008,14,20,4
Salsa,2008,11,37,4
Musical,2008,11,37,4
Dance,2008,11,37,4
Art Museum,2008,11,37,4
Parks,2008,11,37,4
Musical,2008,15,42,5
Craft Fair,2008,15,42,5
Jazz,2008,16,62,6
Classical,2008,16,62,6
Play,2008,16,62,6
Dance,2008,16,62,6
Art Museum,2008,16,62,6
Craft Fair,2008,16,62,6
Festival,2008,16,62,6
Parks,2008,16,62,6
Dance,2008,6,35,5
Art Museum,2008,6,35,5
Craft Fair,2008,6,35,5
Festival,2008,6,35,5
Art Museum,2008,14,32,4
Parks,2008,14,32,4
Classical,2008,15,64,5
Musical,2008,15,64,5
Play,2008,15,64,5
Ballet,2008,15,64,5
Dance,2008,15,64,5
Art Museum,2008,15,64,5
Craft Fair,2008,15,64,5
Festival,2008,15,64,5
Parks,2008,15,64,5
Classical,2008,15,61,4
Musical,2008,15,61,4
Play,2008,15,61,4
Ballet,2008,15,61,4
Dance,2008,15,61,4
Art Museum,2008,15,61,4
Craft Fair,2008,15,61,4
Festival,2008,15,61,4
Parks,2008,15,61,4
Musical,2008,-3,85,5
Jazz,2008,19,61,6
Musical,2008,19,61,6
Play,2008,19,61,6
Dance,2008,19,61,6
Craft Fair,2008,19,61,6
Festival,2008,19,61,6
Jazz,2008,19,58,5
Musical,2008,19,58,5
Play,2008,19,58,5
Dance,2008,19,58,5
Craft Fair,2008,19,58,5
Festival,2008,19,58,5
Parks,2008,19,58,5
Craft Fair,2008,10,61,6
Parks,2008,10,61,6
Musical,2008,10,60,4
Art Museum,2008,10,60,4
Craft Fair,2008,10,60,4
Parks,2008,10,60,4
Art Museum,2008,12,45,4
Craft Fair,2008,12,45,4
Festival,2008,12,45,4
Parks,2008,12,45,4
Art Museum,2008,12,51,4
Craft Fair,2008,12,51,4
Festival,2008,12,51,4
Parks,2008,12,51,4
Craft Fair,2008,-3,72,6
Musical,2008,11,54,4
Art Museum,2008,11,54,4
Craft Fair,2008,11,54,4
Parks,2008,11,54,4
Parks,2008,12,19,2
Craft Fair,2008,-3,80,3
Festival,2008,-3,80,3
Parks,2008,-3,80,3
Craft Fair,2008,3,50,5
Jazz,2008,10,62,3
Musical,2008,10,62,3
Play,2008,10,62,3
Dance,2008,10,62,3
Craft Fair,2008,10,62,3
Festival,2008,10,62,3
Parks,2008,10,62,3
Art Museum,2008,15,47,3
Craft Fair,2008,15,47,3
Festival,2008,15,47,3
Parks,2008,15,47,3
Parks,2008,15,50,3
Parks,2008,15,22,3
Musical,2008,15,43,5
Ballet,2008,15,43,5
Art Museum,2008,15,43,5
Craft Fair,2008,15,43,5
Parks,2008,15,43,5
Classical,2008,1,39,5
Art Museum,2008,1,39,5
Craft Fair,2008,1,39,5
Festival,2008,1,39,5
Parks,2008,1,39,5
Play,2008,19,40,6
Festival,2008,19,40,6
Play,2008,19,41,5
Art Museum,2008,19,41,5
Craft Fair,2008,19,41,5
Festival,2008,19,41,5
Musical,2008,12,60,4
Classical,2008,12,54,4
Musical,2008,12,54,4
Ballet,2008,6,50,5
Craft Fair,2008,14,52,4
Festival,2008,14,52,4
Parks,2008,14,52,4
Dance,2008,14,54,5
Art Museum,2008,14,54,5
Craft Fair,2008,14,54,5
Festival,2008,14,54,5
Musical,2008,14,22,3
Art Museum,2008,14,22,3
Classical,2008,12,34,4
Musical,2008,12,34,4
Craft Fair,2008,12,34,4
Musical,2008,9,73,3
Art Museum,2008,9,73,3
Craft Fair,2008,9,73,3
Parks,2008,9,73,3
Art Museum,2008,15,36,4
Parks,2008,15,36,4
Musical,2008,15,40,5
Art Museum,2008,15,40,5
Craft Fair,2008,15,40,5
Festival,2008,15,40,5
Parks,2008,15,40,5
Jazz,2008,11,85,5
Art Museum,2008,11,85,5
Craft Fair,2008,11,85,5
Festival,2008,11,85,5
Parks,2008,11,85,5
Parks,2008,14,37,2
Play,2008,14,42,4
Art Museum,2008,14,42,4
Craft Fair,2008,14,42,4
Parks,2008,14,42,4
Musical,2008,14,46,4
Classical,2008,15,52,5
Musical,2008,15,52,5
Classical,2008,15,52,5
Musical,2008,15,52,5
Play,2008,15,52,5
Craft Fair,2008,16,29,5
Classical,2008,15,62,6
Musical,2008,15,62,6
Art Museum,2008,15,62,6
Craft Fair,2008,15,62,6
Parks,2008,15,62,6
Salsa,2008,10,52,4
Classical,2008,10,52,4
Musical,2008,10,52,4
Dance,2008,10,52,4
Craft Fair,2008,10,52,4
Festival,2008,10,52,4
Parks,2008,10,52,4
Classical,2008,6,67,5
Play,2008,6,67,5
Dance,2008,6,67,5
Art Museum,2008,6,67,5
Craft Fair,2008,6,67,5
Festival,2008,6,67,5
Jazz,2008,12,29,5
Salsa,2008,12,29,5
Classical,2008,12,29,5
Art Museum,2008,12,29,5
Craft Fair,2008,12,29,5
Parks,2008,12,29,5
Jazz,2008,16,50,6
Musical,2008,16,50,6
Art Museum,2008,16,50,6
Craft Fair,2008,16,50,6
Festival,2008,16,50,6
Jazz,2008,16,54,6
Musical,2008,16,54,6
Art Museum,2008,16,54,6
Craft Fair,2008,16,54,6
Festival,2008,16,54,6
Jazz,2008,11,55,3
Play,2008,11,55,3
Craft Fair,2008,11,55,3
Festival,2008,11,55,3
Salsa,2008,11,19,3
Play,2008,11,19,3
Art Museum,2008,14,42,5
Craft Fair,2008,14,42,5
Festival,2008,14,42,5
Parks,2008,14,42,5
Art Museum,2008,14,39,3
Craft Fair,2008,14,39,3
Festival,2008,14,39,3
Parks,2008,14,39,3
Art Museum,2008,10,47,4
Ballet,2008,8,80,6
Craft Fair,2008,8,80,6
Parks,2008,8,80,6
Play,2008,19,26,4
Art Museum,2008,19,26,4
Festival,2008,19,26,4
Parks,2008,19,26,4
Salsa,2008,7,38,1
Classical,2008,7,38,1
Musical,2008,7,38,1
Dance,2008,7,38,1
Craft Fair,2008,7,38,1
Festival,2008,7,38,1
Parks,2008,7,38,1
Salsa,2008,7,40,1
Musical,2008,7,40,1
Dance,2008,7,40,1
Craft Fair,2008,7,40,1
Festival,2008,7,40,1
Parks,2008,7,40,1
Jazz,2008,16,52,4
Jazz,2008,16,49,4
Musical,2008,14,39,5
Festival,2008,14,39,5
Parks,2008,14,39,5
Musical,2008,14,36,3
Festival,2008,14,36,3
Parks,2008,14,36,3
Craft Fair,2008,9,57,4
Festival,2008,9,57,4
Festival,2008,9,20,4
Craft Fair,2008,5,69,3
Play,2008,4,22,4
Ballet,2008,4,22,4
Craft Fair,2008,4,22,4
Festival,2008,4,22,4
Play,2008,4,33,3
Craft Fair,2008,4,33,3
Festival,2008,4,33,3
Craft Fair,2008,-3,57,3
Festival,2008,-3,57,3
Parks,2008,-3,57,3
Craft Fair,2008,-3,63,4
Festival,2008,-3,63,4
Art Museum,2008,-3,55,5
Jazz,2008,5,78,3
Play,2008,5,78,3
Craft Fair,2008,5,78,3
Musical,2008,19,52,4
Ballet,2008,19,52,4
Festival,2008,19,52,4
Musical,2008,19,48,5
Craft Fair,2008,19,48,5
Festival,2008,19,48,5
Parks,2008,19,48,5
Craft Fair,2008,19,21,4
Festival,2008,19,21,4
Classical,2008,16,67,5
Craft Fair,2008,16,67,5
Festival,2008,16,67,5
Parks,2008,16,67,5
Classical,2008,16,63,5
Craft Fair,2008,16,63,5
Parks,2008,16,63,5
Jazz,2008,19,53,5
Art Museum,2008,19,53,5
Craft Fair,2008,19,53,5
Festival,2008,19,53,5
Parks,2008,19,53,5
Jazz,2008,19,53,5
Art Museum,2008,19,53,5
Craft Fair,2008,19,53,5
Festival,2008,19,53,5
Parks,2008,19,53,5
Parks,2008,9,32,5
Musical,2008,6,66,4
Festival,2008,6,66,4
Musical,2008,6,65,5
Festival,2008,6,65,5
Musical,2008,14,42,5
Play,2008,14,42,5
Ballet,2008,14,42,5
Art Museum,2008,14,42,5
Parks,2008,14,42,5
Parks,2008,14,41,3
Jazz,2008,16,45,4
Musical,2008,16,45,4
Dance,2008,16,45,4
Art Museum,2008,16,45,4
Festival,2008,16,45,4
Parks,2008,16,45,4
Jazz,2008,16,47,5
Musical,2008,16,47,5
Dance,2008,16,47,5
Art Museum,2008,16,47,5
Parks,2008,16,47,5
Festival,2008,16,20,4
Parks,2008,16,20,4
Musical,2008,19,24,4
Art Museum,2008,19,24,4
Craft Fair,2008,16,22,5
Festival,2008,1,34,2
Play,2008,15,49,4
Art Museum,2008,15,49,4
Play,2008,15,59,4
Art Museum,2008,15,59,4
Jazz,2008,15,30,4
Classical,2008,15,30,4
Musical,2008,15,30,4
Play,2008,15,30,4
Festival,2008,15,30,4
Parks,2008,15,30,4
Musical,2008,-3,31,4
Musical,2008,-3,42,4
Dance,2008,-3,42,4
Classical,2008,3,60,4
Art Museum,2008,3,60,4
Jazz,2008,8,48,5
Salsa,2008,8,48,5
Craft Fair,2008,8,48,5
Festival,2008,8,48,5
Parks,2008,8,48,5
Salsa,2008,7,22,2
Musical,2008,7,22,2
Dance,2008,7,22,2
Salsa,2008,7,28,3
Musical,2008,7,28,3
Dance,2008,7,28,3
Musical,2008,12,52,4
Art Museum,2008,12,52,4
Play,2008,15,56,3
Craft Fair,2008,15,56,3
Festival,2008,15,56,3
Parks,2008,15,56,3
Play,2008,15,52,3
Craft Fair,2008,15,52,3
Festival,2008,15,52,3
Parks,2008,15,52,3
Art Museum,2008,9,52,3
Craft Fair,2008,9,52,3
Art Museum,2008,9,42,3
Craft Fair,2008,9,42,3
Art Museum,2008,6,76,1
Craft Fair,2008,6,76,1
Parks,2008,6,76,1
Craft Fair,2008,-3,72,6
Parks,2008,-3,72,6
Craft Fair,2008,-3,64,5
Parks,2008,-3,64,5
Musical,2008,12,29,4
Musical,2008,12,24,4
Art Museum,2008,12,50,4
Parks,2008,12,50,4
Art Museum,2008,12,49,5
Parks,2008,12,49,5
Classical,2008,12,23,5
Art Museum,2008,12,23,5
Craft Fair,2008,12,23,5
Festival,2008,12,23,5
Parks,2008,12,23,5
Parks,2008,7,40,4
Festival,2008,10,24,4
Craft Fair,2008,10,30,4
Festival,2008,10,30,4
Musical,2008,19,60,6
Art Museum,2008,19,60,6
Festival,2008,19,60,6
Parks,2008,19,60,6
Musical,2008,19,47,5
Ballet,2008,19,47,5
Art Museum,2008,19,47,5
Craft Fair,2008,19,47,5
Parks,2008,19,47,5
Craft Fair,2008,11,30,6
Festival,2008,11,30,6
Parks,2008,11,30,6
Parks,2008,16,44,4
Classical,2008,16,39,6
Parks,2008,16,39,6
Parks,2008,9,36,4
Parks,2008,9,33,4
Parks,2008,19,55,4
Parks,2008,19,52,5
Musical,2008,16,41,5
Craft Fair,2008,16,41,5
Parks,2008,16,41,5
Musical,2008,16,38,5
Jazz,2008,15,59,4
Musical,2008,15,59,4
Play,2008,15,59,4
Art Museum,2008,15,59,4
Craft Fair,2008,15,59,4
Festival,2008,15,59,4
Parks,2008,15,59,4
Jazz,2008,15,56,4
Musical,2008,15,56,4
Play,2008,15,56,4
Art Museum,2008,15,56,4
Craft Fair,2008,15,56,4
Festival,2008,15,56,4
Parks,2008,15,56,4
Salsa,2008,16,44,3
Craft Fair,2008,16,44,3
Festival,2008,16,44,3
Salsa,2008,16,41,5
Craft Fair,2008,16,41,5
Festival,2008,16,41,5
Musical,2008,19,49,6
Parks,2008,19,49,6
Craft Fair,2008,15,54,3
Festival,2008,15,54,3
Art Museum,2008,19,35,5
Craft Fair,2008,11,80,2
Parks,2008,11,80,2
Jazz,2008,11,59,5
Craft Fair,2008,11,59,5
Festival,2008,11,59,5
Craft Fair,2008,8,50,3
Salsa,2008,10,30,3
Play,2008,10,30,3
Salsa,2008,10,48,3
Jazz,2008,9,38,3
Jazz,2008,11,37,3
Festival,2008,11,37,3
Parks,2008,11,37,3
Jazz,2008,11,18,4
Musical,2008,11,18,4
Play,2008,11,18,4
Art Museum,2008,11,18,4
Parks,2008,11,18,4
Classical,2008,10,25,5
Musical,2008,10,25,5
Ballet,2008,10,25,5
Dance,2008,10,25,5
Art Museum,2008,10,25,5
Parks,2008,10,25,5
Jazz,2008,11,33,6
Classical,2008,11,33,6
Musical,2008,11,33,6
Play,2008,11,33,6
Ballet,2008,11,33,6
Dance,2008,11,33,6
Art Museum,2008,11,33,6
Craft Fair,2008,11,33,6
Festival,2008,11,33,6
Parks,2008,11,33,6
Musical,2008,19,45,4
Musical,2008,19,38,5
Jazz,2008,11,50,3
Art Museum,2008,11,50,3
Craft Fair,2008,11,50,3
Festival,2008,11,50,3
Jazz,2008,11,47,3
Art Museum,2008,11,47,3
Craft Fair,2008,11,47,3
Festival,2008,11,47,3
Art Museum,2008,15,54,3
Festival,2008,15,54,3
Craft Fair,2008,15,20,4
Festival,2008,15,20,4
Musical,2008,15,31,4
Craft Fair,2008,15,31,4
Festival,2008,15,31,4
Musical,2008,15,49,3
Craft Fair,2008,15,25,3
Festival,2008,15,25,3
Musical,2008,-3,56,3
Play,2008,-3,56,3
Dance,2008,-3,56,3
Art Museum,2008,-3,56,3
Craft Fair,2008,-3,56,3
Festival,2008,-3,56,3
Musical,2008,-3,67,4
Play,2008,-3,67,4
Dance,2008,-3,67,4
Craft Fair,2008,-3,67,4
Festival,2008,-3,67,4
Classical,2008,9,62,4
Musical,2008,9,62,4
Art Museum,2008,9,62,4
Craft Fair,2008,9,62,4
Play,2008,11,79,3
Craft Fair,2008,11,79,3
Art Museum,2008,9,31,4
Craft Fair,2008,-3,76,4
Classical,2008,6,75,4
Opera,2008,6,75,4
Play,2008,6,75,4
Dance,2008,6,75,4
Craft Fair,2008,6,75,4
Festival,2008,6,75,4
Parks,2008,6,75,4
Musical,2008,-3,35,3
Parks,2008,-3,35,3
Musical,2008,-3,35,5
Parks,2008,-3,35,5
Art Museum,2008,16,50,5
Parks,2008,16,50,5
Classical,2008,16,51,5
Art Museum,2008,16,51,5
Craft Fair,2008,16,51,5
Festival,2008,16,51,5
Parks,2008,16,51,5
Art Museum,2008,6,54,1
Parks,2008,14,29,5
Play,2008,11,35,6
Craft Fair,2008,11,35,6
Jazz,2008,-3,65,6
Craft Fair,2008,-3,65,6
Festival,2008,-3,65,6
Jazz,2008,-3,61,5
Art Museum,2008,-3,61,5
Craft Fair,2008,-3,61,5
Festival,2008,-3,61,5
Parks,2008,11,46,4
Classical,2008,9,85,4
Play,2008,9,85,4
Art Museum,2008,9,85,4
Craft Fair,2008,9,85,4
Parks,2008,9,85,4
Play,2008,16,46,5
Art Museum,2008,16,46,5
Craft Fair,2008,16,46,5
Festival,2008,16,46,5
Parks,2008,16,46,5
Art Museum,2008,16,43,4
Craft Fair,2008,16,43,4
Festival,2008,16,43,4
Parks,2008,16,43,4
Musical,2008,16,19,4
Play,2008,16,19,4
Art Museum,2008,16,19,4
Craft Fair,2008,16,19,4
Festival,2008,16,19,4
Parks,2008,16,19,4
Musical,2008,9,54,4
Craft Fair,2008,12,74,6
Play,2008,12,69,3
Craft Fair,2008,-3,33,5
Festival,2008,-3,33,5
Craft Fair,2008,-3,32,5
Craft Fair,2008,4,58,3
Festival,2008,4,58,3
Craft Fair,2008,4,48,2
Festival,2008,4,48,2
Musical,2008,12,58,3
Musical,2008,12,51,2
Craft Fair,2008,14,28,3
Festival,2008,14,28,3
Parks,2008,14,28,3
Craft Fair,2008,14,30,3
Festival,2008,14,30,3
Parks,2008,14,30,3
Salsa,2008,8,29,3
Salsa,2008,5,32,3
Classical,2008,15,28,5
Musical,2008,15,28,5
Parks,2008,15,28,5
Classical,2008,15,27,5
Musical,2008,15,27,5
Parks,2008,15,27,5
Parks,2008,10,68,5
Parks,2008,10,65,4
Jazz,2008,7,21,5
Classical,2008,7,21,5
Musical,2008,7,21,5
Play,2008,7,21,5
Art Museum,2008,7,21,5
Festival,2008,7,21,5
Parks,2008,7,21,5
Festival,2008,16,27,6
Musical,2008,19,51,4
Craft Fair,2008,19,51,4
Parks,2008,19,51,4
Musical,2008,19,62,6
Craft Fair,2008,19,62,6
Parks,2008,19,62,6
Jazz,2008,11,24,5
Classical,2008,11,24,5
Art Museum,2008,11,24,5
Festival,2008,11,24,5
Parks,2008,11,24,5
Play,2008,9,21,2
Classical,2008,5,30,2
Parks,2008,5,30,2
Classical,2008,5,30,2
Parks,2008,5,30,2
Musical,2008,-3,42,4
Musical,2008,-3,64,3
Play,2008,-3,64,3
Art Museum,2008,-3,64,3
Craft Fair,2008,-3,64,3
Festival,2008,-3,64,3
Parks,2008,-3,64,3
Musical,2008,-3,68,3
Play,2008,-3,68,3
Art Museum,2008,-3,68,3
Craft Fair,2008,-3,68,3
Festival,2008,-3,68,3
Parks,2008,-3,68,3
Parks,2008,12,49,6
Parks,2008,12,45,4
Jazz,2008,11,58,5
Classical,2008,11,58,5
Musical,2008,11,58,5
Play,2008,11,58,5
Art Museum,2008,11,58,5
Craft Fair,2008,11,58,5
Parks,2008,11,58,5
Salsa,2008,14,19,4
Musical,2008,14,19,4
Art Museum,2008,14,19,4
Craft Fair,2008,14,19,4
Festival,2008,14,19,4
Jazz,2008,12,32,5
Classical,2008,12,32,5
Musical,2008,12,32,5
Play,2008,12,32,5
Dance,2008,12,32,5
Art Museum,2008,12,32,5
Festival,2008,12,32,5
Parks,2008,12,32,5
Craft Fair,2008,8,60,4
Festival,2008,8,60,4
Parks,2008,8,60,4
Craft Fair,2008,8,30,4
Festival,2008,8,30,4
Craft Fair,2008,-3,38,4
Classical,2008,8,71,3
Craft Fair,2008,8,71,3
Parks,2008,8,71,3
Classical,2008,8,69,3
Craft Fair,2008,8,69,3
Parks,2008,8,69,3
Parks,2008,15,33,6
Craft Fair,2008,15,30,4
Festival,2008,15,30,4
